"variable","des","forecast_period","values","date","projection","meeting_month"
"2655","June projection","Median1",2018-12-31,4.6,2016-09-21,20160921,"september"
"2656","June projection","Median1",2019-12-31,NA,2016-09-21,20160921,"september"
"2657","June projection","Median1",NA,4.8,2016-09-21,20160921,"september"
"2658","June projection","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2659","June projection","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2660","June projection","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2661","June projection","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2662","June projection","Central tendency2",NA,NA,2016-09-21,20160921,"september"
"2663","June projection","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2664","June projection","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2665","June projection","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2666","June projection","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2667","June projection","Range3",NA,NA,2016-09-21,20160921,"september"
"2668","PCE inflation","Median1",2016-12-31,1.3,2016-09-21,20160921,"september"
"2669","PCE inflation","Median1",2017-12-31,1.9,2016-09-21,20160921,"september"
"2670","PCE inflation","Median1",2018-12-31,2,2016-09-21,20160921,"september"
"2671","PCE inflation","Median1",2019-12-31,2,2016-09-21,20160921,"september"
"2672","PCE inflation","Median1",NA,2,2016-09-21,20160921,"september"
"2673","PCE inflation","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2674","PCE inflation","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2675","PCE inflation","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2676","PCE inflation","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2677","PCE inflation","Central tendency2",NA,2,2016-09-21,20160921,"september"
"2678","PCE inflation","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2679","PCE inflation","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2680","PCE inflation","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2681","PCE inflation","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2682","PCE inflation","Range3",NA,2,2016-09-21,20160921,"september"
"2683","June projection","Median1",2016-12-31,1.4,2016-09-21,20160921,"september"
"2684","June projection","Median1",2017-12-31,1.9,2016-09-21,20160921,"september"
"2685","June projection","Median1",2018-12-31,2,2016-09-21,20160921,"september"
"2686","June projection","Median1",2019-12-31,NA,2016-09-21,20160921,"september"
"2687","June projection","Median1",NA,2,2016-09-21,20160921,"september"
"2688","June projection","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2689","June projection","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2690","June projection","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2691","June projection","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2692","June projection","Central tendency2",NA,2,2016-09-21,20160921,"september"
"2693","June projection","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2694","June projection","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2695","June projection","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2696","June projection","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2697","June projection","Range3",NA,2,2016-09-21,20160921,"september"
"2698","Core PCE inflation4","Median1",2016-12-31,1.7,2016-09-21,20160921,"september"
"2699","Core PCE inflation4","Median1",2017-12-31,1.8,2016-09-21,20160921,"september"
"2700","Core PCE inflation4","Median1",2018-12-31,2,2016-09-21,20160921,"september"
"2701","Core PCE inflation4","Median1",2019-12-31,2,2016-09-21,20160921,"september"
"2702","Core PCE inflation4","Median1",NA,NA,2016-09-21,20160921,"september"
"2703","Core PCE inflation4","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2704","Core PCE inflation4","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2705","Core PCE inflation4","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2706","Core PCE inflation4","Central tendency2",2019-12-31,2,2016-09-21,20160921,"september"
"2707","Core PCE inflation4","Central tendency2",NA,NA,2016-09-21,20160921,"september"
"2708","Core PCE inflation4","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2709","Core PCE inflation4","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2710","Core PCE inflation4","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2711","Core PCE inflation4","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2712","Core PCE inflation4","Range3",NA,NA,2016-09-21,20160921,"september"
"2713","June projection","Median1",2016-12-31,1.7,2016-09-21,20160921,"september"
"2714","June projection","Median1",2017-12-31,1.9,2016-09-21,20160921,"september"
"2715","June projection","Median1",2018-12-31,2,2016-09-21,20160921,"september"
"2716","June projection","Median1",2019-12-31,NA,2016-09-21,20160921,"september"
"2717","June projection","Median1",NA,NA,2016-09-21,20160921,"september"
"2718","June projection","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2719","June projection","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2720","June projection","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2721","June projection","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2722","June projection","Central tendency2",NA,NA,2016-09-21,20160921,"september"
"2723","June projection","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2724","June projection","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2725","June projection","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2726","June projection","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2727","June projection","Range3",NA,NA,2016-09-21,20160921,"september"
"2728","Memo: Projected appropriate policy path","Median1",2016-12-31,NA,2016-09-21,20160921,"september"
"2729","Memo: Projected appropriate policy path","Median1",2017-12-31,NA,2016-09-21,20160921,"september"
"2730","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2016-09-21,20160921,"september"
"2731","Memo: Projected appropriate policy path","Median1",2019-12-31,NA,2016-09-21,20160921,"september"
"2732","Memo: Projected appropriate policy path","Median1",NA,NA,2016-09-21,20160921,"september"
"2733","Memo: Projected appropriate policy path","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2734","Memo: Projected appropriate policy path","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2735","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2736","Memo: Projected appropriate policy path","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2737","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2016-09-21,20160921,"september"
"2738","Memo: Projected appropriate policy path","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2739","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2740","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2741","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2742","Memo: Projected appropriate policy path","Range3",NA,NA,2016-09-21,20160921,"september"
"2743","Federal funds rate","Median1",2016-12-31,0.6,2016-09-21,20160921,"september"
"2744","Federal funds rate","Median1",2017-12-31,1.1,2016-09-21,20160921,"september"
"2745","Federal funds rate","Median1",2018-12-31,1.9,2016-09-21,20160921,"september"
"2746","Federal funds rate","Median1",2019-12-31,2.6,2016-09-21,20160921,"september"
"2747","Federal funds rate","Median1",NA,2.9,2016-09-21,20160921,"september"
"2748","Federal funds rate","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2749","Federal funds rate","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2750","Federal funds rate","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2751","Federal funds rate","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2752","Federal funds rate","Central tendency2",NA,NA,2016-09-21,20160921,"september"
"2753","Federal funds rate","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2754","Federal funds rate","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2755","Federal funds rate","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2756","Federal funds rate","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2757","Federal funds rate","Range3",NA,NA,2016-09-21,20160921,"september"
"2758","June projection","Median1",2016-12-31,0.9,2016-09-21,20160921,"september"
"2759","June projection","Median1",2017-12-31,1.6,2016-09-21,20160921,"september"
"2760","June projection","Median1",2018-12-31,2.4,2016-09-21,20160921,"september"
"2761","June projection","Median1",2019-12-31,NA,2016-09-21,20160921,"september"
"2762","June projection","Median1",NA,3,2016-09-21,20160921,"september"
"2763","June projection","Central tendency2",2016-12-31,NA,2016-09-21,20160921,"september"
"2764","June projection","Central tendency2",2017-12-31,NA,2016-09-21,20160921,"september"
"2765","June projection","Central tendency2",2018-12-31,NA,2016-09-21,20160921,"september"
"2766","June projection","Central tendency2",2019-12-31,NA,2016-09-21,20160921,"september"
"2767","June projection","Central tendency2",NA,NA,2016-09-21,20160921,"september"
"2768","June projection","Range3",2016-12-31,NA,2016-09-21,20160921,"september"
"2769","June projection","Range3",2017-12-31,NA,2016-09-21,20160921,"september"
"2770","June projection","Range3",2018-12-31,NA,2016-09-21,20160921,"september"
"2771","June projection","Range3",2019-12-31,NA,2016-09-21,20160921,"september"
"2772","June projection","Range3",NA,NA,2016-09-21,20160921,"september"
"2773","Change in real GDP","Median1",2016-12-31,1.9,2016-12-14,20161214,"december"
"2774","Change in real GDP","Median1",2017-12-31,2.1,2016-12-14,20161214,"december"
"2775","Change in real GDP","Median1",2018-12-31,2,2016-12-14,20161214,"december"
"2776","Change in real GDP","Median1",2019-12-31,1.9,2016-12-14,20161214,"december"
"2777","Change in real GDP","Median1",NA,1.8,2016-12-14,20161214,"december"
"2778","Change in real GDP","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2779","Change in real GDP","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2780","Change in real GDP","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2781","Change in real GDP","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2782","Change in real GDP","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2783","Change in real GDP","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2784","Change in real GDP","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2785","Change in real GDP","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2786","Change in real GDP","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2787","Change in real GDP","Range3",NA,NA,2016-12-14,20161214,"december"
"2788","September projection","Median1",2016-12-31,1.8,2016-12-14,20161214,"december"
"2789","September projection","Median1",2017-12-31,2,2016-12-14,20161214,"december"
"2790","September projection","Median1",2018-12-31,2,2016-12-14,20161214,"december"
"2791","September projection","Median1",2019-12-31,1.8,2016-12-14,20161214,"december"
"2792","September projection","Median1",NA,1.8,2016-12-14,20161214,"december"
"2793","September projection","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2794","September projection","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2795","September projection","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2796","September projection","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2797","September projection","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2798","September projection","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2799","September projection","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2800","September projection","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2801","September projection","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2802","September projection","Range3",NA,NA,2016-12-14,20161214,"december"
"2803","Unemployment rate","Median1",2016-12-31,4.7,2016-12-14,20161214,"december"
"2804","Unemployment rate","Median1",2017-12-31,4.5,2016-12-14,20161214,"december"
"2805","Unemployment rate","Median1",2018-12-31,4.5,2016-12-14,20161214,"december"
"2806","Unemployment rate","Median1",2019-12-31,4.5,2016-12-14,20161214,"december"
"2807","Unemployment rate","Median1",NA,4.8,2016-12-14,20161214,"december"
"2808","Unemployment rate","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2809","Unemployment rate","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2810","Unemployment rate","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2811","Unemployment rate","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2812","Unemployment rate","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2813","Unemployment rate","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2814","Unemployment rate","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2815","Unemployment rate","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2816","Unemployment rate","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2817","Unemployment rate","Range3",NA,NA,2016-12-14,20161214,"december"
"2818","September projection","Median1",2016-12-31,4.8,2016-12-14,20161214,"december"
"2819","September projection","Median1",2017-12-31,4.6,2016-12-14,20161214,"december"
"2820","September projection","Median1",2018-12-31,4.5,2016-12-14,20161214,"december"
"2821","September projection","Median1",2019-12-31,4.6,2016-12-14,20161214,"december"
"2822","September projection","Median1",NA,4.8,2016-12-14,20161214,"december"
"2823","September projection","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2824","September projection","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2825","September projection","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2826","September projection","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2827","September projection","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2828","September projection","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2829","September projection","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2830","September projection","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2831","September projection","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2832","September projection","Range3",NA,NA,2016-12-14,20161214,"december"
"2833","PCE inflation","Median1",2016-12-31,1.5,2016-12-14,20161214,"december"
"2834","PCE inflation","Median1",2017-12-31,1.9,2016-12-14,20161214,"december"
"2835","PCE inflation","Median1",2018-12-31,2,2016-12-14,20161214,"december"
"2836","PCE inflation","Median1",2019-12-31,2,2016-12-14,20161214,"december"
"2837","PCE inflation","Median1",NA,2,2016-12-14,20161214,"december"
"2838","PCE inflation","Central tendency2",2016-12-31,1.5,2016-12-14,20161214,"december"
"2839","PCE inflation","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2840","PCE inflation","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2841","PCE inflation","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2842","PCE inflation","Central tendency2",NA,2,2016-12-14,20161214,"december"
"2843","PCE inflation","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2844","PCE inflation","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2845","PCE inflation","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2846","PCE inflation","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2847","PCE inflation","Range3",NA,2,2016-12-14,20161214,"december"
"2848","September projection","Median1",2016-12-31,1.3,2016-12-14,20161214,"december"
"2849","September projection","Median1",2017-12-31,1.9,2016-12-14,20161214,"december"
"2850","September projection","Median1",2018-12-31,2,2016-12-14,20161214,"december"
"2851","September projection","Median1",2019-12-31,2,2016-12-14,20161214,"december"
"2852","September projection","Median1",NA,2,2016-12-14,20161214,"december"
"2853","September projection","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2854","September projection","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2855","September projection","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2856","September projection","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2857","September projection","Central tendency2",NA,2,2016-12-14,20161214,"december"
"2858","September projection","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2859","September projection","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2860","September projection","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2861","September projection","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2862","September projection","Range3",NA,2,2016-12-14,20161214,"december"
"2863","Core PCE inflation4","Median1",2016-12-31,1.7,2016-12-14,20161214,"december"
"2864","Core PCE inflation4","Median1",2017-12-31,1.8,2016-12-14,20161214,"december"
"2865","Core PCE inflation4","Median1",2018-12-31,2,2016-12-14,20161214,"december"
"2866","Core PCE inflation4","Median1",2019-12-31,2,2016-12-14,20161214,"december"
"2867","Core PCE inflation4","Median1",NA,NA,2016-12-14,20161214,"december"
"2868","Core PCE inflation4","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2869","Core PCE inflation4","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2870","Core PCE inflation4","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2871","Core PCE inflation4","Central tendency2",2019-12-31,2,2016-12-14,20161214,"december"
"2872","Core PCE inflation4","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2873","Core PCE inflation4","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2874","Core PCE inflation4","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2875","Core PCE inflation4","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2876","Core PCE inflation4","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2877","Core PCE inflation4","Range3",NA,NA,2016-12-14,20161214,"december"
"2878","September projection","Median1",2016-12-31,1.7,2016-12-14,20161214,"december"
"2879","September projection","Median1",2017-12-31,1.8,2016-12-14,20161214,"december"
"2880","September projection","Median1",2018-12-31,2,2016-12-14,20161214,"december"
"2881","September projection","Median1",2019-12-31,2,2016-12-14,20161214,"december"
"2882","September projection","Median1",NA,NA,2016-12-14,20161214,"december"
"2883","September projection","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2884","September projection","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2885","September projection","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2886","September projection","Central tendency2",2019-12-31,2,2016-12-14,20161214,"december"
"2887","September projection","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2888","September projection","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2889","September projection","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2890","September projection","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2891","September projection","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2892","September projection","Range3",NA,NA,2016-12-14,20161214,"december"
"2893","Memo: Projected appropriate policy path","Median1",2016-12-31,NA,2016-12-14,20161214,"december"
"2894","Memo: Projected appropriate policy path","Median1",2017-12-31,NA,2016-12-14,20161214,"december"
"2895","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2016-12-14,20161214,"december"
"2896","Memo: Projected appropriate policy path","Median1",2019-12-31,NA,2016-12-14,20161214,"december"
"2897","Memo: Projected appropriate policy path","Median1",NA,NA,2016-12-14,20161214,"december"
"2898","Memo: Projected appropriate policy path","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2899","Memo: Projected appropriate policy path","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2900","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2901","Memo: Projected appropriate policy path","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2902","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2903","Memo: Projected appropriate policy path","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2904","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2905","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2906","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2907","Memo: Projected appropriate policy path","Range3",NA,NA,2016-12-14,20161214,"december"
"2908","Federal funds rate","Median1",2016-12-31,0.6,2016-12-14,20161214,"december"
"2909","Federal funds rate","Median1",2017-12-31,1.4,2016-12-14,20161214,"december"
"2910","Federal funds rate","Median1",2018-12-31,2.1,2016-12-14,20161214,"december"
"2911","Federal funds rate","Median1",2019-12-31,2.9,2016-12-14,20161214,"december"
"2912","Federal funds rate","Median1",NA,3,2016-12-14,20161214,"december"
"2913","Federal funds rate","Central tendency2",2016-12-31,0.6,2016-12-14,20161214,"december"
"2914","Federal funds rate","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2915","Federal funds rate","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2916","Federal funds rate","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2917","Federal funds rate","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2918","Federal funds rate","Range3",2016-12-31,0.6,2016-12-14,20161214,"december"
"2919","Federal funds rate","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2920","Federal funds rate","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2921","Federal funds rate","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2922","Federal funds rate","Range3",NA,NA,2016-12-14,20161214,"december"
"2923","September projection","Median1",2016-12-31,0.6,2016-12-14,20161214,"december"
"2924","September projection","Median1",2017-12-31,1.1,2016-12-14,20161214,"december"
"2925","September projection","Median1",2018-12-31,1.9,2016-12-14,20161214,"december"
"2926","September projection","Median1",2019-12-31,2.6,2016-12-14,20161214,"december"
"2927","September projection","Median1",NA,2.9,2016-12-14,20161214,"december"
"2928","September projection","Central tendency2",2016-12-31,NA,2016-12-14,20161214,"december"
"2929","September projection","Central tendency2",2017-12-31,NA,2016-12-14,20161214,"december"
"2930","September projection","Central tendency2",2018-12-31,NA,2016-12-14,20161214,"december"
"2931","September projection","Central tendency2",2019-12-31,NA,2016-12-14,20161214,"december"
"2932","September projection","Central tendency2",NA,NA,2016-12-14,20161214,"december"
"2933","September projection","Range3",2016-12-31,NA,2016-12-14,20161214,"december"
"2934","September projection","Range3",2017-12-31,NA,2016-12-14,20161214,"december"
"2935","September projection","Range3",2018-12-31,NA,2016-12-14,20161214,"december"
"2936","September projection","Range3",2019-12-31,NA,2016-12-14,20161214,"december"
"2937","September projection","Range3",NA,NA,2016-12-14,20161214,"december"
"2938","Change in real GDP","Median1",2015-12-31,2.1,2015-12-16,20151216,"december"
"2939","Change in real GDP","Median1",2016-12-31,2.4,2015-12-16,20151216,"december"
"2940","Change in real GDP","Median1",2017-12-31,2.2,2015-12-16,20151216,"december"
"2941","Change in real GDP","Median1",2018-12-31,2,2015-12-16,20151216,"december"
"2942","Change in real GDP","Median1",NA,2,2015-12-16,20151216,"december"
"2943","Change in real GDP","Central tendency2",2015-12-31,2.1,2015-12-16,20151216,"december"
"2944","Change in real GDP","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"2945","Change in real GDP","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"2946","Change in real GDP","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"2947","Change in real GDP","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"2948","Change in real GDP","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"2949","Change in real GDP","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"2950","Change in real GDP","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"2951","Change in real GDP","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"2952","Change in real GDP","Range3",NA,NA,2015-12-16,20151216,"december"
"2953","September projection","Median1",2015-12-31,2.1,2015-12-16,20151216,"december"
"2954","September projection","Median1",2016-12-31,2.3,2015-12-16,20151216,"december"
"2955","September projection","Median1",2017-12-31,2.2,2015-12-16,20151216,"december"
"2956","September projection","Median1",2018-12-31,2,2015-12-16,20151216,"december"
"2957","September projection","Median1",NA,2,2015-12-16,20151216,"december"
"2958","September projection","Central tendency2",2015-12-31,NA,2015-12-16,20151216,"december"
"2959","September projection","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"2960","September projection","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"2961","September projection","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"2962","September projection","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"2963","September projection","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"2964","September projection","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"2965","September projection","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"2966","September projection","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"2967","September projection","Range3",NA,NA,2015-12-16,20151216,"december"
"2968","Unemployment rate","Median1",2015-12-31,5,2015-12-16,20151216,"december"
"2969","Unemployment rate","Median1",2016-12-31,4.7,2015-12-16,20151216,"december"
"2970","Unemployment rate","Median1",2017-12-31,4.7,2015-12-16,20151216,"december"
"2971","Unemployment rate","Median1",2018-12-31,4.7,2015-12-16,20151216,"december"
"2972","Unemployment rate","Median1",NA,4.9,2015-12-16,20151216,"december"
"2973","Unemployment rate","Central tendency2",2015-12-31,5,2015-12-16,20151216,"december"
"2974","Unemployment rate","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"2975","Unemployment rate","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"2976","Unemployment rate","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"2977","Unemployment rate","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"2978","Unemployment rate","Range3",2015-12-31,5,2015-12-16,20151216,"december"
"2979","Unemployment rate","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"2980","Unemployment rate","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"2981","Unemployment rate","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"2982","Unemployment rate","Range3",NA,NA,2015-12-16,20151216,"december"
"2983","September projection","Median1",2015-12-31,5,2015-12-16,20151216,"december"
"2984","September projection","Median1",2016-12-31,4.8,2015-12-16,20151216,"december"
"2985","September projection","Median1",2017-12-31,4.8,2015-12-16,20151216,"december"
"2986","September projection","Median1",2018-12-31,4.8,2015-12-16,20151216,"december"
"2987","September projection","Median1",NA,4.9,2015-12-16,20151216,"december"
"2988","September projection","Central tendency2",2015-12-31,NA,2015-12-16,20151216,"december"
"2989","September projection","Central tendency2",2016-12-31,NA,2015-12-16,20151216,"december"
"2990","September projection","Central tendency2",2017-12-31,NA,2015-12-16,20151216,"december"
"2991","September projection","Central tendency2",2018-12-31,NA,2015-12-16,20151216,"december"
"2992","September projection","Central tendency2",NA,NA,2015-12-16,20151216,"december"
"2993","September projection","Range3",2015-12-31,NA,2015-12-16,20151216,"december"
"2994","September projection","Range3",2016-12-31,NA,2015-12-16,20151216,"december"
"2995","September projection","Range3",2017-12-31,NA,2015-12-16,20151216,"december"
"2996","September projection","Range3",2018-12-31,NA,2015-12-16,20151216,"december"
"2997","September projection","Range3",NA,NA,2015-12-16,20151216,"december"
"2998","PCE inflation","Median1",2015-12-31,0.4,2015-12-16,20151216,"december"
"2999","PCE inflation","Median1",2016-12-31,1.6,2015-12-16,20151216,"december"
"3000","PCE inflation","Median1",2017-12-31,1.9,2015-12-16,20151216,"december"
"3001","PCE inflation","Median1",2018-12-31,2,2015-12-16,20151216,"december"
"3002","PCE inflation","Median1",NA,2,2015-12-16,20151216,"december"
