"variable","des","forecast_period","values","date","projection","meeting_month","projection_year"
"2099","PCE inflation","Centraltendency2",2016-12-31,"1.2 - 1.4",2016-09-21,20160921,"september","2016"
"2100","PCE inflation","Centraltendency2",2017-12-31,"1.7 - 1.9",2016-09-21,20160921,"september","2016"
"2101","PCE inflation","Centraltendency2",2018-12-31,"1.8 - 2.0",2016-09-21,20160921,"september","2016"
"2102","PCE inflation","Centraltendency2",2019-12-31,"1.9 - 2.0",2016-09-21,20160921,"september","2016"
"2103","PCE inflation","Range3",2016-12-31,"1.1 - 1.7",2016-09-21,20160921,"september","2016"
"2104","PCE inflation","Range3",2017-12-31,"1.5 - 2.0",2016-09-21,20160921,"september","2016"
"2105","PCE inflation","Range3",2018-12-31,"1.8 - 2.0",2016-09-21,20160921,"september","2016"
"2106","PCE inflation","Range3",2019-12-31,"1.8 - 2.1",2016-09-21,20160921,"september","2016"
"2107","June projection","Median1",2016-12-31,"1.4",2016-09-21,20160921,"september","2016"
"2108","June projection","Median1",2017-12-31,"1.9",2016-09-21,20160921,"september","2016"
"2109","June projection","Median1",2018-12-31,"2.0",2016-09-21,20160921,"september","2016"
"2110","June projection","Median1",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2111","June projection","Centraltendency2",2016-12-31,"1.3 - 1.7",2016-09-21,20160921,"september","2016"
"2112","June projection","Centraltendency2",2017-12-31,"1.7 - 2.0",2016-09-21,20160921,"september","2016"
"2113","June projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-09-21,20160921,"september","2016"
"2114","June projection","Centraltendency2",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2115","June projection","Range3",2016-12-31,"1.3 - 2.0",2016-09-21,20160921,"september","2016"
"2116","June projection","Range3",2017-12-31,"1.6 - 2.0",2016-09-21,20160921,"september","2016"
"2117","June projection","Range3",2018-12-31,"1.8 - 2.1",2016-09-21,20160921,"september","2016"
"2118","June projection","Range3",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2119","Core PCE inflation4","Median1",2016-12-31,"1.7",2016-09-21,20160921,"september","2016"
"2120","Core PCE inflation4","Median1",2017-12-31,"1.8",2016-09-21,20160921,"september","2016"
"2121","Core PCE inflation4","Median1",2018-12-31,"2.0",2016-09-21,20160921,"september","2016"
"2122","Core PCE inflation4","Median1",2019-12-31,"2.0",2016-09-21,20160921,"september","2016"
"2123","Core PCE inflation4","Centraltendency2",2016-12-31,"1.6 - 1.8",2016-09-21,20160921,"september","2016"
"2124","Core PCE inflation4","Centraltendency2",2017-12-31,"1.7 - 1.9",2016-09-21,20160921,"september","2016"
"2125","Core PCE inflation4","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-09-21,20160921,"september","2016"
"2126","Core PCE inflation4","Centraltendency2",2019-12-31,"2.0",2016-09-21,20160921,"september","2016"
"2127","Core PCE inflation4","Range3",2016-12-31,"1.5 - 2.0",2016-09-21,20160921,"september","2016"
"2128","Core PCE inflation4","Range3",2017-12-31,"1.6 - 2.0",2016-09-21,20160921,"september","2016"
"2129","Core PCE inflation4","Range3",2018-12-31,"1.8 - 2.0",2016-09-21,20160921,"september","2016"
"2130","Core PCE inflation4","Range3",2019-12-31,"1.8 - 2.1",2016-09-21,20160921,"september","2016"
"2131","June projection","Median1",2016-12-31,"1.7",2016-09-21,20160921,"september","2016"
"2132","June projection","Median1",2017-12-31,"1.9",2016-09-21,20160921,"september","2016"
"2133","June projection","Median1",2018-12-31,"2.0",2016-09-21,20160921,"september","2016"
"2134","June projection","Median1",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2135","June projection","Centraltendency2",2016-12-31,"1.6 - 1.8",2016-09-21,20160921,"september","2016"
"2136","June projection","Centraltendency2",2017-12-31,"1.7 - 2.0",2016-09-21,20160921,"september","2016"
"2137","June projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-09-21,20160921,"september","2016"
"2138","June projection","Centraltendency2",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2139","June projection","Range3",2016-12-31,"1.3 - 2.0",2016-09-21,20160921,"september","2016"
"2140","June projection","Range3",2017-12-31,"1.6 - 2.0",2016-09-21,20160921,"september","2016"
"2141","June projection","Range3",2018-12-31,"1.8 - 2.1",2016-09-21,20160921,"september","2016"
"2142","June projection","Range3",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2143","Memo: Projected appropriate policy path","Median1",2016-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2144","Memo: Projected appropriate policy path","Median1",2017-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2145","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2146","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2147","Memo: Projected appropriate policy path","Centraltendency2",2016-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2148","Memo: Projected appropriate policy path","Centraltendency2",2017-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2149","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2150","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2151","Memo: Projected appropriate policy path","Range3",2016-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2152","Memo: Projected appropriate policy path","Range3",2017-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2153","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2154","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2016-09-21,20160921,"september","2016"
"2155","Federal funds rate","Median1",2016-12-31,"0.6",2016-09-21,20160921,"september","2016"
"2156","Federal funds rate","Median1",2017-12-31,"1.1",2016-09-21,20160921,"september","2016"
"2157","Federal funds rate","Median1",2018-12-31,"1.9",2016-09-21,20160921,"september","2016"
"2158","Federal funds rate","Median1",2019-12-31,"2.6",2016-09-21,20160921,"september","2016"
"2159","Federal funds rate","Centraltendency2",2016-12-31,"0.6 - 0.9",2016-09-21,20160921,"september","2016"
"2160","Federal funds rate","Centraltendency2",2017-12-31,"1.1 - 1.8",2016-09-21,20160921,"september","2016"
"2161","Federal funds rate","Centraltendency2",2018-12-31,"1.9 - 2.8",2016-09-21,20160921,"september","2016"
"2162","Federal funds rate","Centraltendency2",2019-12-31,"2.4 - 3.0",2016-09-21,20160921,"september","2016"
"2163","Federal funds rate","Range3",2016-12-31,"0.4 - 1.1",2016-09-21,20160921,"september","2016"
"2164","Federal funds rate","Range3",2017-12-31,"0.6 - 2.1",2016-09-21,20160921,"september","2016"
"2165","Federal funds rate","Range3",2018-12-31,"0.6 - 3.1",2016-09-21,20160921,"september","2016"
"2166","Federal funds rate","Range3",2019-12-31,"0.6 - 3.8",2016-09-21,20160921,"september","2016"
"2167","June projection","Median1",2016-12-31,"0.9",2016-09-21,20160921,"september","2016"
"2168","June projection","Median1",2017-12-31,"1.6",2016-09-21,20160921,"september","2016"
"2169","June projection","Median1",2018-12-31,"2.4",2016-09-21,20160921,"september","2016"
"2170","June projection","Median1",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2171","June projection","Centraltendency2",2016-12-31,"0.6 - 0.9",2016-09-21,20160921,"september","2016"
"2172","June projection","Centraltendency2",2017-12-31,"1.4 - 1.9",2016-09-21,20160921,"september","2016"
"2173","June projection","Centraltendency2",2018-12-31,"2.1 - 2.9",2016-09-21,20160921,"september","2016"
"2174","June projection","Centraltendency2",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2175","June projection","Range3",2016-12-31,"0.6 - 1.4",2016-09-21,20160921,"september","2016"
"2176","June projection","Range3",2017-12-31,"0.6 - 2.4",2016-09-21,20160921,"september","2016"
"2177","June projection","Range3",2018-12-31,"0.6 - 3.4",2016-09-21,20160921,"september","2016"
"2178","June projection","Range3",2019-12-31,"n.a.",2016-09-21,20160921,"september","2016"
"2179","Change in real GDP","Median1",2016-12-31,"1.9",2016-12-14,20161214,"december","2016"
"2180","Change in real GDP","Median1",2017-12-31,"2.1",2016-12-14,20161214,"december","2016"
"2181","Change in real GDP","Median1",2018-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2182","Change in real GDP","Median1",2019-12-31,"1.9",2016-12-14,20161214,"december","2016"
"2183","Change in real GDP","Centraltendency2",2016-12-31,"1.8 - 1.9",2016-12-14,20161214,"december","2016"
"2184","Change in real GDP","Centraltendency2",2017-12-31,"1.9 - 2.3",2016-12-14,20161214,"december","2016"
"2185","Change in real GDP","Centraltendency2",2018-12-31,"1.8 - 2.2",2016-12-14,20161214,"december","2016"
"2186","Change in real GDP","Centraltendency2",2019-12-31,"1.8 - 2.0",2016-12-14,20161214,"december","2016"
"2187","Change in real GDP","Range3",2016-12-31,"1.8 - 2.0",2016-12-14,20161214,"december","2016"
"2188","Change in real GDP","Range3",2017-12-31,"1.7 - 2.4",2016-12-14,20161214,"december","2016"
"2189","Change in real GDP","Range3",2018-12-31,"1.7 - 2.3",2016-12-14,20161214,"december","2016"
"2190","Change in real GDP","Range3",2019-12-31,"1.5 - 2.2",2016-12-14,20161214,"december","2016"
"2191","September projection","Median1",2016-12-31,"1.8",2016-12-14,20161214,"december","2016"
"2192","September projection","Median1",2017-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2193","September projection","Median1",2018-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2194","September projection","Median1",2019-12-31,"1.8",2016-12-14,20161214,"december","2016"
"2195","September projection","Centraltendency2",2016-12-31,"1.7 - 1.9",2016-12-14,20161214,"december","2016"
"2196","September projection","Centraltendency2",2017-12-31,"1.9 - 2.2",2016-12-14,20161214,"december","2016"
"2197","September projection","Centraltendency2",2018-12-31,"1.8 - 2.1",2016-12-14,20161214,"december","2016"
"2198","September projection","Centraltendency2",2019-12-31,"1.7 - 2.0",2016-12-14,20161214,"december","2016"
"2199","September projection","Range3",2016-12-31,"1.7 - 2.0",2016-12-14,20161214,"december","2016"
"2200","September projection","Range3",2017-12-31,"1.6 - 2.5",2016-12-14,20161214,"december","2016"
"2201","September projection","Range3",2018-12-31,"1.5 - 2.3",2016-12-14,20161214,"december","2016"
"2202","September projection","Range3",2019-12-31,"1.6 - 2.2",2016-12-14,20161214,"december","2016"
"2203","Unemployment rate","Median1",2016-12-31,"4.7",2016-12-14,20161214,"december","2016"
"2204","Unemployment rate","Median1",2017-12-31,"4.5",2016-12-14,20161214,"december","2016"
"2205","Unemployment rate","Median1",2018-12-31,"4.5",2016-12-14,20161214,"december","2016"
"2206","Unemployment rate","Median1",2019-12-31,"4.5",2016-12-14,20161214,"december","2016"
"2207","Unemployment rate","Centraltendency2",2016-12-31,"4.7 - 4.8",2016-12-14,20161214,"december","2016"
"2208","Unemployment rate","Centraltendency2",2017-12-31,"4.5 - 4.6",2016-12-14,20161214,"december","2016"
"2209","Unemployment rate","Centraltendency2",2018-12-31,"4.3 - 4.7",2016-12-14,20161214,"december","2016"
"2210","Unemployment rate","Centraltendency2",2019-12-31,"4.3 - 4.8",2016-12-14,20161214,"december","2016"
"2211","Unemployment rate","Range3",2016-12-31,"4.7 - 4.8",2016-12-14,20161214,"december","2016"
"2212","Unemployment rate","Range3",2017-12-31,"4.4 - 4.7",2016-12-14,20161214,"december","2016"
"2213","Unemployment rate","Range3",2018-12-31,"4.2 - 4.7",2016-12-14,20161214,"december","2016"
"2214","Unemployment rate","Range3",2019-12-31,"4.1 - 4.8",2016-12-14,20161214,"december","2016"
"2215","September projection","Median1",2016-12-31,"4.8",2016-12-14,20161214,"december","2016"
"2216","September projection","Median1",2017-12-31,"4.6",2016-12-14,20161214,"december","2016"
"2217","September projection","Median1",2018-12-31,"4.5",2016-12-14,20161214,"december","2016"
"2218","September projection","Median1",2019-12-31,"4.6",2016-12-14,20161214,"december","2016"
"2219","September projection","Centraltendency2",2016-12-31,"4.7 - 4.9",2016-12-14,20161214,"december","2016"
"2220","September projection","Centraltendency2",2017-12-31,"4.5 - 4.7",2016-12-14,20161214,"december","2016"
"2221","September projection","Centraltendency2",2018-12-31,"4.4 - 4.7",2016-12-14,20161214,"december","2016"
"2222","September projection","Centraltendency2",2019-12-31,"4.4 - 4.8",2016-12-14,20161214,"december","2016"
"2223","September projection","Range3",2016-12-31,"4.7 - 4.9",2016-12-14,20161214,"december","2016"
"2224","September projection","Range3",2017-12-31,"4.4 - 4.8",2016-12-14,20161214,"december","2016"
"2225","September projection","Range3",2018-12-31,"4.3 - 4.9",2016-12-14,20161214,"december","2016"
"2226","September projection","Range3",2019-12-31,"4.2 - 5.0",2016-12-14,20161214,"december","2016"
"2227","PCE inflation","Median1",2016-12-31,"1.5",2016-12-14,20161214,"december","2016"
"2228","PCE inflation","Median1",2017-12-31,"1.9",2016-12-14,20161214,"december","2016"
"2229","PCE inflation","Median1",2018-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2230","PCE inflation","Median1",2019-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2231","PCE inflation","Centraltendency2",2016-12-31,"1.5",2016-12-14,20161214,"december","2016"
"2232","PCE inflation","Centraltendency2",2017-12-31,"1.7 - 2.0",2016-12-14,20161214,"december","2016"
"2233","PCE inflation","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-12-14,20161214,"december","2016"
"2234","PCE inflation","Centraltendency2",2019-12-31,"2.0 - 2.1",2016-12-14,20161214,"december","2016"
"2235","PCE inflation","Range3",2016-12-31,"1.5 - 1.6",2016-12-14,20161214,"december","2016"
"2236","PCE inflation","Range3",2017-12-31,"1.7 - 2.0",2016-12-14,20161214,"december","2016"
"2237","PCE inflation","Range3",2018-12-31,"1.8 - 2.2",2016-12-14,20161214,"december","2016"
"2238","PCE inflation","Range3",2019-12-31,"1.8 - 2.2",2016-12-14,20161214,"december","2016"
"2239","September projection","Median1",2016-12-31,"1.3",2016-12-14,20161214,"december","2016"
"2240","September projection","Median1",2017-12-31,"1.9",2016-12-14,20161214,"december","2016"
"2241","September projection","Median1",2018-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2242","September projection","Median1",2019-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2243","September projection","Centraltendency2",2016-12-31,"1.2 - 1.4",2016-12-14,20161214,"december","2016"
"2244","September projection","Centraltendency2",2017-12-31,"1.7 - 1.9",2016-12-14,20161214,"december","2016"
"2245","September projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2016-12-14,20161214,"december","2016"
"2246","September projection","Centraltendency2",2019-12-31,"1.9 - 2.0",2016-12-14,20161214,"december","2016"
"2247","September projection","Range3",2016-12-31,"1.1 - 1.7",2016-12-14,20161214,"december","2016"
"2248","September projection","Range3",2017-12-31,"1.5 - 2.0",2016-12-14,20161214,"december","2016"
"2249","September projection","Range3",2018-12-31,"1.8 - 2.0",2016-12-14,20161214,"december","2016"
"2250","September projection","Range3",2019-12-31,"1.8 - 2.1",2016-12-14,20161214,"december","2016"
"2251","Core PCE inflation4","Median1",2016-12-31,"1.7",2016-12-14,20161214,"december","2016"
"2252","Core PCE inflation4","Median1",2017-12-31,"1.8",2016-12-14,20161214,"december","2016"
"2253","Core PCE inflation4","Median1",2018-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2254","Core PCE inflation4","Median1",2019-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2255","Core PCE inflation4","Centraltendency2",2016-12-31,"1.7 - 1.8",2016-12-14,20161214,"december","2016"
"2256","Core PCE inflation4","Centraltendency2",2017-12-31,"1.8 - 1.9",2016-12-14,20161214,"december","2016"
"2257","Core PCE inflation4","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-12-14,20161214,"december","2016"
"2258","Core PCE inflation4","Centraltendency2",2019-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2259","Core PCE inflation4","Range3",2016-12-31,"1.6 - 1.8",2016-12-14,20161214,"december","2016"
"2260","Core PCE inflation4","Range3",2017-12-31,"1.7 - 2.0",2016-12-14,20161214,"december","2016"
"2261","Core PCE inflation4","Range3",2018-12-31,"1.8 - 2.2",2016-12-14,20161214,"december","2016"
"2262","Core PCE inflation4","Range3",2019-12-31,"1.8 - 2.2",2016-12-14,20161214,"december","2016"
"2263","September projection","Median1",2016-12-31,"1.7",2016-12-14,20161214,"december","2016"
"2264","September projection","Median1",2017-12-31,"1.8",2016-12-14,20161214,"december","2016"
"2265","September projection","Median1",2018-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2266","September projection","Median1",2019-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2267","September projection","Centraltendency2",2016-12-31,"1.6 - 1.8",2016-12-14,20161214,"december","2016"
"2268","September projection","Centraltendency2",2017-12-31,"1.7 - 1.9",2016-12-14,20161214,"december","2016"
"2269","September projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-12-14,20161214,"december","2016"
"2270","September projection","Centraltendency2",2019-12-31,"2.0",2016-12-14,20161214,"december","2016"
"2271","September projection","Range3",2016-12-31,"1.5 - 2.0",2016-12-14,20161214,"december","2016"
"2272","September projection","Range3",2017-12-31,"1.6 - 2.0",2016-12-14,20161214,"december","2016"
"2273","September projection","Range3",2018-12-31,"1.8 - 2.0",2016-12-14,20161214,"december","2016"
"2274","September projection","Range3",2019-12-31,"1.8 - 2.1",2016-12-14,20161214,"december","2016"
"2275","Memo: Projected appropriate policy path","Median1",2016-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2276","Memo: Projected appropriate policy path","Median1",2017-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2277","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2278","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2279","Memo: Projected appropriate policy path","Centraltendency2",2016-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2280","Memo: Projected appropriate policy path","Centraltendency2",2017-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2281","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2282","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2283","Memo: Projected appropriate policy path","Range3",2016-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2284","Memo: Projected appropriate policy path","Range3",2017-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2285","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2286","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2016-12-14,20161214,"december","2016"
"2287","Federal funds rate","Median1",2016-12-31,"0.6",2016-12-14,20161214,"december","2016"
"2288","Federal funds rate","Median1",2017-12-31,"1.4",2016-12-14,20161214,"december","2016"
"2289","Federal funds rate","Median1",2018-12-31,"2.1",2016-12-14,20161214,"december","2016"
"2290","Federal funds rate","Median1",2019-12-31,"2.9",2016-12-14,20161214,"december","2016"
"2291","Federal funds rate","Centraltendency2",2016-12-31,"0.6",2016-12-14,20161214,"december","2016"
"2292","Federal funds rate","Centraltendency2",2017-12-31,"1.1 - 1.6",2016-12-14,20161214,"december","2016"
"2293","Federal funds rate","Centraltendency2",2018-12-31,"1.9 - 2.6",2016-12-14,20161214,"december","2016"
"2294","Federal funds rate","Centraltendency2",2019-12-31,"2.4 - 3.3",2016-12-14,20161214,"december","2016"
"2295","Federal funds rate","Range3",2016-12-31,"0.6",2016-12-14,20161214,"december","2016"
"2296","Federal funds rate","Range3",2017-12-31,"0.9 - 2.1",2016-12-14,20161214,"december","2016"
"2297","Federal funds rate","Range3",2018-12-31,"0.9 - 3.4",2016-12-14,20161214,"december","2016"
"2298","Federal funds rate","Range3",2019-12-31,"0.9 - 3.9",2016-12-14,20161214,"december","2016"
"2299","September projection","Median1",2016-12-31,"0.6",2016-12-14,20161214,"december","2016"
"2300","September projection","Median1",2017-12-31,"1.1",2016-12-14,20161214,"december","2016"
"2301","September projection","Median1",2018-12-31,"1.9",2016-12-14,20161214,"december","2016"
"2302","September projection","Median1",2019-12-31,"2.6",2016-12-14,20161214,"december","2016"
"2303","September projection","Centraltendency2",2016-12-31,"0.6 - 0.9",2016-12-14,20161214,"december","2016"
"2304","September projection","Centraltendency2",2017-12-31,"1.1 - 1.8",2016-12-14,20161214,"december","2016"
"2305","September projection","Centraltendency2",2018-12-31,"1.9 - 2.8",2016-12-14,20161214,"december","2016"
"2306","September projection","Centraltendency2",2019-12-31,"2.4 - 3.0",2016-12-14,20161214,"december","2016"
"2307","September projection","Range3",2016-12-31,"0.4 - 1.1",2016-12-14,20161214,"december","2016"
"2308","September projection","Range3",2017-12-31,"0.6 - 2.1",2016-12-14,20161214,"december","2016"
"2309","September projection","Range3",2018-12-31,"0.6 - 3.1",2016-12-14,20161214,"december","2016"
"2310","September projection","Range3",2019-12-31,"0.6 - 3.8",2016-12-14,20161214,"december","2016"
"2311","Change in real GDP","Median1",2015-12-31,"2.1",2015-12-16,20151216,"december","2015"
"2312","Change in real GDP","Median1",2016-12-31,"2.4",2015-12-16,20151216,"december","2015"
"2313","Change in real GDP","Median1",2017-12-31,"2.2",2015-12-16,20151216,"december","2015"
"2314","Change in real GDP","Median1",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
"2315","Change in real GDP","Centraltendency2",2015-12-31,"2.1",2015-12-16,20151216,"december","2015"
"2316","Change in real GDP","Centraltendency2",2016-12-31,"2.3 - 2.5",2015-12-16,20151216,"december","2015"
"2317","Change in real GDP","Centraltendency2",2017-12-31,"2.0 - 2.3",2015-12-16,20151216,"december","2015"
"2318","Change in real GDP","Centraltendency2",2018-12-31,"1.8 - 2.2",2015-12-16,20151216,"december","2015"
"2319","Change in real GDP","Range3",2015-12-31,"2.0 - 2.2",2015-12-16,20151216,"december","2015"
"2320","Change in real GDP","Range3",2016-12-31,"2.0 - 2.7",2015-12-16,20151216,"december","2015"
"2321","Change in real GDP","Range3",2017-12-31,"1.8 - 2.5",2015-12-16,20151216,"december","2015"
"2322","Change in real GDP","Range3",2018-12-31,"1.7 - 2.4",2015-12-16,20151216,"december","2015"
"2323","September projection","Median1",2015-12-31,"2.1",2015-12-16,20151216,"december","2015"
"2324","September projection","Median1",2016-12-31,"2.3",2015-12-16,20151216,"december","2015"
"2325","September projection","Median1",2017-12-31,"2.2",2015-12-16,20151216,"december","2015"
"2326","September projection","Median1",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
"2327","September projection","Centraltendency2",2015-12-31,"2.0 - 2.3",2015-12-16,20151216,"december","2015"
"2328","September projection","Centraltendency2",2016-12-31,"2.2 - 2.6",2015-12-16,20151216,"december","2015"
"2329","September projection","Centraltendency2",2017-12-31,"2.0 - 2.4",2015-12-16,20151216,"december","2015"
"2330","September projection","Centraltendency2",2018-12-31,"1.8 - 2.2",2015-12-16,20151216,"december","2015"
"2331","September projection","Range3",2015-12-31,"1.9 - 2.5",2015-12-16,20151216,"december","2015"
"2332","September projection","Range3",2016-12-31,"2.1 - 2.8",2015-12-16,20151216,"december","2015"
"2333","September projection","Range3",2017-12-31,"1.9 - 2.6",2015-12-16,20151216,"december","2015"
"2334","September projection","Range3",2018-12-31,"1.6 - 2.4",2015-12-16,20151216,"december","2015"
"2335","Unemployment rate","Median1",2015-12-31,"5.0",2015-12-16,20151216,"december","2015"
"2336","Unemployment rate","Median1",2016-12-31,"4.7",2015-12-16,20151216,"december","2015"
"2337","Unemployment rate","Median1",2017-12-31,"4.7",2015-12-16,20151216,"december","2015"
"2338","Unemployment rate","Median1",2018-12-31,"4.7",2015-12-16,20151216,"december","2015"
"2339","Unemployment rate","Centraltendency2",2015-12-31,"5.0",2015-12-16,20151216,"december","2015"
"2340","Unemployment rate","Centraltendency2",2016-12-31,"4.6 - 4.8",2015-12-16,20151216,"december","2015"
"2341","Unemployment rate","Centraltendency2",2017-12-31,"4.6 - 4.8",2015-12-16,20151216,"december","2015"
"2342","Unemployment rate","Centraltendency2",2018-12-31,"4.6 - 5.0",2015-12-16,20151216,"december","2015"
"2343","Unemployment rate","Range3",2015-12-31,"5.0",2015-12-16,20151216,"december","2015"
"2344","Unemployment rate","Range3",2016-12-31,"4.3 - 4.9",2015-12-16,20151216,"december","2015"
"2345","Unemployment rate","Range3",2017-12-31,"4.5 - 5.0",2015-12-16,20151216,"december","2015"
"2346","Unemployment rate","Range3",2018-12-31,"4.5 - 5.3",2015-12-16,20151216,"december","2015"
"2347","September projection","Median1",2015-12-31,"5.0",2015-12-16,20151216,"december","2015"
"2348","September projection","Median1",2016-12-31,"4.8",2015-12-16,20151216,"december","2015"
"2349","September projection","Median1",2017-12-31,"4.8",2015-12-16,20151216,"december","2015"
"2350","September projection","Median1",2018-12-31,"4.8",2015-12-16,20151216,"december","2015"
"2351","September projection","Centraltendency2",2015-12-31,"5.0 - 5.1",2015-12-16,20151216,"december","2015"
"2352","September projection","Centraltendency2",2016-12-31,"4.7 - 4.9",2015-12-16,20151216,"december","2015"
"2353","September projection","Centraltendency2",2017-12-31,"4.7 - 4.9",2015-12-16,20151216,"december","2015"
"2354","September projection","Centraltendency2",2018-12-31,"4.7 - 5.0",2015-12-16,20151216,"december","2015"
"2355","September projection","Range3",2015-12-31,"4.9 - 5.2",2015-12-16,20151216,"december","2015"
"2356","September projection","Range3",2016-12-31,"4.5 - 5.0",2015-12-16,20151216,"december","2015"
"2357","September projection","Range3",2017-12-31,"4.5 - 5.0",2015-12-16,20151216,"december","2015"
"2358","September projection","Range3",2018-12-31,"4.6 - 5.3",2015-12-16,20151216,"december","2015"
"2359","PCE inflation","Median1",2015-12-31,"0.4",2015-12-16,20151216,"december","2015"
"2360","PCE inflation","Median1",2016-12-31,"1.6",2015-12-16,20151216,"december","2015"
"2361","PCE inflation","Median1",2017-12-31,"1.9",2015-12-16,20151216,"december","2015"
"2362","PCE inflation","Median1",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
"2363","PCE inflation","Centraltendency2",2015-12-31,"0.4",2015-12-16,20151216,"december","2015"
"2364","PCE inflation","Centraltendency2",2016-12-31,"1.2 - 1.7",2015-12-16,20151216,"december","2015"
"2365","PCE inflation","Centraltendency2",2017-12-31,"1.8 - 2.0",2015-12-16,20151216,"december","2015"
"2366","PCE inflation","Centraltendency2",2018-12-31,"1.9 - 2.0",2015-12-16,20151216,"december","2015"
"2367","PCE inflation","Range3",2015-12-31,"0.3 - 0.5",2015-12-16,20151216,"december","2015"
"2368","PCE inflation","Range3",2016-12-31,"1.2 - 2.1",2015-12-16,20151216,"december","2015"
"2369","PCE inflation","Range3",2017-12-31,"1.7 - 2.0",2015-12-16,20151216,"december","2015"
"2370","PCE inflation","Range3",2018-12-31,"1.7 - 2.1",2015-12-16,20151216,"december","2015"
"2371","September projection","Median1",2015-12-31,"0.4",2015-12-16,20151216,"december","2015"
"2372","September projection","Median1",2016-12-31,"1.7",2015-12-16,20151216,"december","2015"
"2373","September projection","Median1",2017-12-31,"1.9",2015-12-16,20151216,"december","2015"
"2374","September projection","Median1",2018-12-31,"2.0",2015-12-16,20151216,"december","2015"
