"variable","des","forecast_period","values","date"
"2589","Federal funds rate","Range3","Longer run","2.8 - 3.8",20160615
"2590","Federal funds rate","NA","NA",NA,20160615
"2591","Federal funds rate","NA","NA",NA,20160615
"2592","Federal funds rate","NA","NA",NA,20160615
"2593","March projection","Median1","2016","0.9",20160615
"2594","March projection","Median1","2017","1.9",20160615
"2595","March projection","Median1","2018","3.0",20160615
"2596","March projection","Median1","Longer run","3.3",20160615
"2597","March projection","Central tendency2","2016","0.9 - 1.4",20160615
"2598","March projection","Central tendency2","2017","1.6 - 2.4",20160615
"2599","March projection","Central tendency2","2018","2.5 - 3.3",20160615
"2600","March projection","Central tendency2","Longer run","3.0 - 3.5",20160615
"2601","March projection","Range3","2016","0.6 - 1.4",20160615
"2602","March projection","Range3","2017","1.6 - 2.8",20160615
"2603","March projection","Range3","2018","2.1 - 3.9",20160615
"2604","March projection","Range3","Longer run","3.0 - 4.0",20160615
"2605","March projection","NA","NA",NA,20160615
"2606","March projection","NA","NA",NA,20160615
"2607","March projection","NA","NA",NA,20160615
"2608","Change in real GDP","Median1","2016","1.8",20160921
"2609","Change in real GDP","Median1","2017","2.0",20160921
"2610","Change in real GDP","Median1","2018","2.0",20160921
"2611","Change in real GDP","Median1","2019","1.8",20160921
"2612","Change in real GDP","Median1","Longer run","1.8",20160921
"2613","Change in real GDP","Central tendency2","2016","1.7 - 1.9",20160921
"2614","Change in real GDP","Central tendency2","2017","1.9 - 2.2",20160921
"2615","Change in real GDP","Central tendency2","2018","1.8 - 2.1",20160921
"2616","Change in real GDP","Central tendency2","2019","1.7 - 2.0",20160921
"2617","Change in real GDP","Central tendency2","Longer run","1.7 - 2.0",20160921
"2618","Change in real GDP","Range3","2016","1.7 - 2.0",20160921
"2619","Change in real GDP","Range3","2017","1.6 - 2.5",20160921
"2620","Change in real GDP","Range3","2018","1.5 - 2.3",20160921
"2621","Change in real GDP","Range3","2019","1.6 - 2.2",20160921
"2622","Change in real GDP","Range3","Longer run","1.6 - 2.2",20160921
"2623","June projection","Median1","2016","2.0",20160921
"2624","June projection","Median1","2017","2.0",20160921
"2625","June projection","Median1","2018","2.0",20160921
"2626","June projection","Median1","2019","n.a.",20160921
"2627","June projection","Median1","Longer run","2.0",20160921
"2628","June projection","Central tendency2","2016","1.9 - 2.0",20160921
"2629","June projection","Central tendency2","2017","1.9 - 2.2",20160921
"2630","June projection","Central tendency2","2018","1.8 - 2.1",20160921
"2631","June projection","Central tendency2","2019","n.a.",20160921
"2632","June projection","Central tendency2","Longer run","1.8 - 2.0",20160921
"2633","June projection","Range3","2016","1.8 - 2.2",20160921
"2634","June projection","Range3","2017","1.6 - 2.4",20160921
"2635","June projection","Range3","2018","1.5 - 2.2",20160921
"2636","June projection","Range3","2019","n.a.",20160921
"2637","June projection","Range3","Longer run","1.6 - 2.4",20160921
"2638","Unemployment rate","Median1","2016","4.8",20160921
"2639","Unemployment rate","Median1","2017","4.6",20160921
"2640","Unemployment rate","Median1","2018","4.5",20160921
"2641","Unemployment rate","Median1","2019","4.6",20160921
"2642","Unemployment rate","Median1","Longer run","4.8",20160921
"2643","Unemployment rate","Central tendency2","2016","4.7 - 4.9",20160921
"2644","Unemployment rate","Central tendency2","2017","4.5 - 4.7",20160921
"2645","Unemployment rate","Central tendency2","2018","4.4 - 4.7",20160921
"2646","Unemployment rate","Central tendency2","2019","4.4 - 4.8",20160921
"2647","Unemployment rate","Central tendency2","Longer run","4.7 - 5.0",20160921
"2648","Unemployment rate","Range3","2016","4.7 - 4.9",20160921
"2649","Unemployment rate","Range3","2017","4.4 - 4.8",20160921
"2650","Unemployment rate","Range3","2018","4.3 - 4.9",20160921
"2651","Unemployment rate","Range3","2019","4.2 - 5.0",20160921
"2652","Unemployment rate","Range3","Longer run","4.5 - 5.0",20160921
"2653","June projection","Median1","2016","4.7",20160921
"2654","June projection","Median1","2017","4.6",20160921
"2655","June projection","Median1","2018","4.6",20160921
"2656","June projection","Median1","2019","n.a.",20160921
"2657","June projection","Median1","Longer run","4.8",20160921
"2658","June projection","Central tendency2","2016","4.6 - 4.8",20160921
"2659","June projection","Central tendency2","2017","4.5 - 4.7",20160921
"2660","June projection","Central tendency2","2018","4.4 - 4.8",20160921
"2661","June projection","Central tendency2","2019","n.a.",20160921
"2662","June projection","Central tendency2","Longer run","4.7 - 5.0",20160921
"2663","June projection","Range3","2016","4.5 - 4.9",20160921
"2664","June projection","Range3","2017","4.3 - 4.8",20160921
"2665","June projection","Range3","2018","4.3 - 5.0",20160921
"2666","June projection","Range3","2019","n.a.",20160921
"2667","June projection","Range3","Longer run","4.6 - 5.0",20160921
"2668","PCE inflation","Median1","2016","1.3",20160921
"2669","PCE inflation","Median1","2017","1.9",20160921
"2670","PCE inflation","Median1","2018","2.0",20160921
"2671","PCE inflation","Median1","2019","2.0",20160921
"2672","PCE inflation","Median1","Longer run","2.0",20160921
"2673","PCE inflation","Central tendency2","2016","1.2 - 1.4",20160921
"2674","PCE inflation","Central tendency2","2017","1.7 - 1.9",20160921
"2675","PCE inflation","Central tendency2","2018","1.8 - 2.0",20160921
"2676","PCE inflation","Central tendency2","2019","1.9 - 2.0",20160921
"2677","PCE inflation","Central tendency2","Longer run","2.0",20160921
"2678","PCE inflation","Range3","2016","1.1 - 1.7",20160921
"2679","PCE inflation","Range3","2017","1.5 - 2.0",20160921
"2680","PCE inflation","Range3","2018","1.8 - 2.0",20160921
"2681","PCE inflation","Range3","2019","1.8 - 2.1",20160921
"2682","PCE inflation","Range3","Longer run","2.0",20160921
"2683","June projection","Median1","2016","1.4",20160921
"2684","June projection","Median1","2017","1.9",20160921
"2685","June projection","Median1","2018","2.0",20160921
"2686","June projection","Median1","2019","n.a.",20160921
"2687","June projection","Median1","Longer run","2.0",20160921
"2688","June projection","Central tendency2","2016","1.3 - 1.7",20160921
"2689","June projection","Central tendency2","2017","1.7 - 2.0",20160921
"2690","June projection","Central tendency2","2018","1.9 - 2.0",20160921
"2691","June projection","Central tendency2","2019","n.a.",20160921
"2692","June projection","Central tendency2","Longer run","2.0",20160921
"2693","June projection","Range3","2016","1.3 - 2.0",20160921
"2694","June projection","Range3","2017","1.6 - 2.0",20160921
"2695","June projection","Range3","2018","1.8 - 2.1",20160921
"2696","June projection","Range3","2019","n.a.",20160921
"2697","June projection","Range3","Longer run","2.0",20160921
"2698","Core PCE inflation4","Median1","2016","1.7",20160921
"2699","Core PCE inflation4","Median1","2017","1.8",20160921
"2700","Core PCE inflation4","Median1","2018","2.0",20160921
"2701","Core PCE inflation4","Median1","2019","2.0",20160921
"2702","Core PCE inflation4","Median1","Longer run","",20160921
"2703","Core PCE inflation4","Central tendency2","2016","1.6 - 1.8",20160921
"2704","Core PCE inflation4","Central tendency2","2017","1.7 - 1.9",20160921
"2705","Core PCE inflation4","Central tendency2","2018","1.9 - 2.0",20160921
"2706","Core PCE inflation4","Central tendency2","2019","2.0",20160921
"2707","Core PCE inflation4","Central tendency2","Longer run","",20160921
"2708","Core PCE inflation4","Range3","2016","1.5 - 2.0",20160921
"2709","Core PCE inflation4","Range3","2017","1.6 - 2.0",20160921
"2710","Core PCE inflation4","Range3","2018","1.8 - 2.0",20160921
"2711","Core PCE inflation4","Range3","2019","1.8 - 2.1",20160921
"2712","Core PCE inflation4","Range3","Longer run","",20160921
"2713","June projection","Median1","2016","1.7",20160921
"2714","June projection","Median1","2017","1.9",20160921
"2715","June projection","Median1","2018","2.0",20160921
"2716","June projection","Median1","2019","n.a.",20160921
"2717","June projection","Median1","Longer run","",20160921
"2718","June projection","Central tendency2","2016","1.6 - 1.8",20160921
"2719","June projection","Central tendency2","2017","1.7 - 2.0",20160921
"2720","June projection","Central tendency2","2018","1.9 - 2.0",20160921
"2721","June projection","Central tendency2","2019","n.a.",20160921
"2722","June projection","Central tendency2","Longer run","",20160921
"2723","June projection","Range3","2016","1.3 - 2.0",20160921
"2724","June projection","Range3","2017","1.6 - 2.0",20160921
"2725","June projection","Range3","2018","1.8 - 2.1",20160921
"2726","June projection","Range3","2019","n.a.",20160921
"2727","June projection","Range3","Longer run","",20160921
"2728","Memo: Projected appropriate policy path","Median1","2016","Memo: Projected appropriate policy path",20160921
"2729","Memo: Projected appropriate policy path","Median1","2017","Memo: Projected appropriate policy path",20160921
"2730","Memo: Projected appropriate policy path","Median1","2018","Memo: Projected appropriate policy path",20160921
"2731","Memo: Projected appropriate policy path","Median1","2019","Memo: Projected appropriate policy path",20160921
"2732","Memo: Projected appropriate policy path","Median1","Longer run","Memo: Projected appropriate policy path",20160921
"2733","Memo: Projected appropriate policy path","Central tendency2","2016","Memo: Projected appropriate policy path",20160921
"2734","Memo: Projected appropriate policy path","Central tendency2","2017","Memo: Projected appropriate policy path",20160921
"2735","Memo: Projected appropriate policy path","Central tendency2","2018","Memo: Projected appropriate policy path",20160921
"2736","Memo: Projected appropriate policy path","Central tendency2","2019","Memo: Projected appropriate policy path",20160921
"2737","Memo: Projected appropriate policy path","Central tendency2","Longer run","Memo: Projected appropriate policy path",20160921
"2738","Memo: Projected appropriate policy path","Range3","2016","Memo: Projected appropriate policy path",20160921
"2739","Memo: Projected appropriate policy path","Range3","2017","Memo: Projected appropriate policy path",20160921
"2740","Memo: Projected appropriate policy path","Range3","2018","Memo: Projected appropriate policy path",20160921
"2741","Memo: Projected appropriate policy path","Range3","2019","Memo: Projected appropriate policy path",20160921
"2742","Memo: Projected appropriate policy path","Range3","Longer run","Memo: Projected appropriate policy path",20160921
"2743","Federal funds rate","Median1","2016","0.6",20160921
"2744","Federal funds rate","Median1","2017","1.1",20160921
"2745","Federal funds rate","Median1","2018","1.9",20160921
"2746","Federal funds rate","Median1","2019","2.6",20160921
"2747","Federal funds rate","Median1","Longer run","2.9",20160921
"2748","Federal funds rate","Central tendency2","2016","0.6 - 0.9",20160921
"2749","Federal funds rate","Central tendency2","2017","1.1 - 1.8",20160921
"2750","Federal funds rate","Central tendency2","2018","1.9 - 2.8",20160921
"2751","Federal funds rate","Central tendency2","2019","2.4 - 3.0",20160921
"2752","Federal funds rate","Central tendency2","Longer run","2.8 - 3.0",20160921
"2753","Federal funds rate","Range3","2016","0.4 - 1.1",20160921
"2754","Federal funds rate","Range3","2017","0.6 - 2.1",20160921
"2755","Federal funds rate","Range3","2018","0.6 - 3.1",20160921
"2756","Federal funds rate","Range3","2019","0.6 - 3.8",20160921
"2757","Federal funds rate","Range3","Longer run","2.5 - 3.8",20160921
"2758","June projection","Median1","2016","0.9",20160921
"2759","June projection","Median1","2017","1.6",20160921
"2760","June projection","Median1","2018","2.4",20160921
"2761","June projection","Median1","2019","n.a.",20160921
"2762","June projection","Median1","Longer run","3.0",20160921
"2763","June projection","Central tendency2","2016","0.6 - 0.9",20160921
"2764","June projection","Central tendency2","2017","1.4 - 1.9",20160921
"2765","June projection","Central tendency2","2018","2.1 - 2.9",20160921
"2766","June projection","Central tendency2","2019","n.a.",20160921
"2767","June projection","Central tendency2","Longer run","3.0 - 3.3",20160921
"2768","June projection","Range3","2016","0.6 - 1.4",20160921
"2769","June projection","Range3","2017","0.6 - 2.4",20160921
"2770","June projection","Range3","2018","0.6 - 3.4",20160921
"2771","June projection","Range3","2019","n.a.",20160921
"2772","June projection","Range3","Longer run","2.8 - 3.8",20160921
"2773","Change in real GDP","Median1","2016","1.9",20161214
"2774","Change in real GDP","Median1","2017","2.1",20161214
"2775","Change in real GDP","Median1","2018","2.0",20161214
"2776","Change in real GDP","Median1","2019","1.9",20161214
"2777","Change in real GDP","Median1","Longer run","1.8",20161214
"2778","Change in real GDP","Central tendency2","2016","1.8 - 1.9",20161214
"2779","Change in real GDP","Central tendency2","2017","1.9 - 2.3",20161214
"2780","Change in real GDP","Central tendency2","2018","1.8 - 2.2",20161214
"2781","Change in real GDP","Central tendency2","2019","1.8 - 2.0",20161214
"2782","Change in real GDP","Central tendency2","Longer run","1.8 - 2.0",20161214
"2783","Change in real GDP","Range3","2016","1.8 - 2.0",20161214
"2784","Change in real GDP","Range3","2017","1.7 - 2.4",20161214
"2785","Change in real GDP","Range3","2018","1.7 - 2.3",20161214
"2786","Change in real GDP","Range3","2019","1.5 - 2.2",20161214
"2787","Change in real GDP","Range3","Longer run","1.6 - 2.2",20161214
"2788","September projection","Median1","2016","1.8",20161214
"2789","September projection","Median1","2017","2.0",20161214
"2790","September projection","Median1","2018","2.0",20161214
"2791","September projection","Median1","2019","1.8",20161214
"2792","September projection","Median1","Longer run","1.8",20161214
"2793","September projection","Central tendency2","2016","1.7 - 1.9",20161214
"2794","September projection","Central tendency2","2017","1.9 - 2.2",20161214
"2795","September projection","Central tendency2","2018","1.8 - 2.1",20161214
"2796","September projection","Central tendency2","2019","1.7 - 2.0",20161214
"2797","September projection","Central tendency2","Longer run","1.7 - 2.0",20161214
"2798","September projection","Range3","2016","1.7 - 2.0",20161214
"2799","September projection","Range3","2017","1.6 - 2.5",20161214
"2800","September projection","Range3","2018","1.5 - 2.3",20161214
"2801","September projection","Range3","2019","1.6 - 2.2",20161214
"2802","September projection","Range3","Longer run","1.6 - 2.2",20161214
"2803","Unemployment rate","Median1","2016","4.7",20161214
"2804","Unemployment rate","Median1","2017","4.5",20161214
"2805","Unemployment rate","Median1","2018","4.5",20161214
"2806","Unemployment rate","Median1","2019","4.5",20161214
"2807","Unemployment rate","Median1","Longer run","4.8",20161214
"2808","Unemployment rate","Central tendency2","2016","4.7 - 4.8",20161214
"2809","Unemployment rate","Central tendency2","2017","4.5 - 4.6",20161214
"2810","Unemployment rate","Central tendency2","2018","4.3 - 4.7",20161214
"2811","Unemployment rate","Central tendency2","2019","4.3 - 4.8",20161214
"2812","Unemployment rate","Central tendency2","Longer run","4.7 - 5.0",20161214
"2813","Unemployment rate","Range3","2016","4.7 - 4.8",20161214
"2814","Unemployment rate","Range3","2017","4.4 - 4.7",20161214
"2815","Unemployment rate","Range3","2018","4.2 - 4.7",20161214
"2816","Unemployment rate","Range3","2019","4.1 - 4.8",20161214
"2817","Unemployment rate","Range3","Longer run","4.5 - 5.0",20161214
"2818","September projection","Median1","2016","4.8",20161214
"2819","September projection","Median1","2017","4.6",20161214
"2820","September projection","Median1","2018","4.5",20161214
"2821","September projection","Median1","2019","4.6",20161214
"2822","September projection","Median1","Longer run","4.8",20161214
"2823","September projection","Central tendency2","2016","4.7 - 4.9",20161214
"2824","September projection","Central tendency2","2017","4.5 - 4.7",20161214
"2825","September projection","Central tendency2","2018","4.4 - 4.7",20161214
"2826","September projection","Central tendency2","2019","4.4 - 4.8",20161214
"2827","September projection","Central tendency2","Longer run","4.7 - 5.0",20161214
"2828","September projection","Range3","2016","4.7 - 4.9",20161214
"2829","September projection","Range3","2017","4.4 - 4.8",20161214
"2830","September projection","Range3","2018","4.3 - 4.9",20161214
"2831","September projection","Range3","2019","4.2 - 5.0",20161214
"2832","September projection","Range3","Longer run","4.5 - 5.0",20161214
"2833","PCE inflation","Median1","2016","1.5",20161214
"2834","PCE inflation","Median1","2017","1.9",20161214
"2835","PCE inflation","Median1","2018","2.0",20161214
"2836","PCE inflation","Median1","2019","2.0",20161214
"2837","PCE inflation","Median1","Longer run","2.0",20161214
"2838","PCE inflation","Central tendency2","2016","1.5",20161214
"2839","PCE inflation","Central tendency2","2017","1.7 - 2.0",20161214
"2840","PCE inflation","Central tendency2","2018","1.9 - 2.0",20161214
"2841","PCE inflation","Central tendency2","2019","2.0 - 2.1",20161214
"2842","PCE inflation","Central tendency2","Longer run","2.0",20161214
"2843","PCE inflation","Range3","2016","1.5 - 1.6",20161214
"2844","PCE inflation","Range3","2017","1.7 - 2.0",20161214
"2845","PCE inflation","Range3","2018","1.8 - 2.2",20161214
"2846","PCE inflation","Range3","2019","1.8 - 2.2",20161214
"2847","PCE inflation","Range3","Longer run","2.0",20161214
"2848","September projection","Median1","2016","1.3",20161214
"2849","September projection","Median1","2017","1.9",20161214
"2850","September projection","Median1","2018","2.0",20161214
"2851","September projection","Median1","2019","2.0",20161214
"2852","September projection","Median1","Longer run","2.0",20161214
"2853","September projection","Central tendency2","2016","1.2 - 1.4",20161214
"2854","September projection","Central tendency2","2017","1.7 - 1.9",20161214
"2855","September projection","Central tendency2","2018","1.8 - 2.0",20161214
"2856","September projection","Central tendency2","2019","1.9 - 2.0",20161214
"2857","September projection","Central tendency2","Longer run","2.0",20161214
"2858","September projection","Range3","2016","1.1 - 1.7",20161214
"2859","September projection","Range3","2017","1.5 - 2.0",20161214
"2860","September projection","Range3","2018","1.8 - 2.0",20161214
"2861","September projection","Range3","2019","1.8 - 2.1",20161214
"2862","September projection","Range3","Longer run","2.0",20161214
"2863","Core PCE inflation4","Median1","2016","1.7",20161214
"2864","Core PCE inflation4","Median1","2017","1.8",20161214
"2865","Core PCE inflation4","Median1","2018","2.0",20161214
"2866","Core PCE inflation4","Median1","2019","2.0",20161214
"2867","Core PCE inflation4","Median1","Longer run","",20161214
"2868","Core PCE inflation4","Central tendency2","2016","1.7 - 1.8",20161214
"2869","Core PCE inflation4","Central tendency2","2017","1.8 - 1.9",20161214
"2870","Core PCE inflation4","Central tendency2","2018","1.9 - 2.0",20161214
"2871","Core PCE inflation4","Central tendency2","2019","2.0",20161214
"2872","Core PCE inflation4","Central tendency2","Longer run","",20161214
"2873","Core PCE inflation4","Range3","2016","1.6 - 1.8",20161214
"2874","Core PCE inflation4","Range3","2017","1.7 - 2.0",20161214
"2875","Core PCE inflation4","Range3","2018","1.8 - 2.2",20161214
"2876","Core PCE inflation4","Range3","2019","1.8 - 2.2",20161214
"2877","Core PCE inflation4","Range3","Longer run","",20161214
"2878","September projection","Median1","2016","1.7",20161214
"2879","September projection","Median1","2017","1.8",20161214
"2880","September projection","Median1","2018","2.0",20161214
"2881","September projection","Median1","2019","2.0",20161214
"2882","September projection","Median1","Longer run","",20161214
"2883","September projection","Central tendency2","2016","1.6 - 1.8",20161214
"2884","September projection","Central tendency2","2017","1.7 - 1.9",20161214
"2885","September projection","Central tendency2","2018","1.9 - 2.0",20161214
"2886","September projection","Central tendency2","2019","2.0",20161214
"2887","September projection","Central tendency2","Longer run","",20161214
"2888","September projection","Range3","2016","1.5 - 2.0",20161214
"2889","September projection","Range3","2017","1.6 - 2.0",20161214
"2890","September projection","Range3","2018","1.8 - 2.0",20161214
"2891","September projection","Range3","2019","1.8 - 2.1",20161214
"2892","September projection","Range3","Longer run","",20161214
"2893","Memo: Projected appropriate policy path","Median1","2016","Memo: Projected appropriate policy path",20161214
"2894","Memo: Projected appropriate policy path","Median1","2017","Memo: Projected appropriate policy path",20161214
"2895","Memo: Projected appropriate policy path","Median1","2018","Memo: Projected appropriate policy path",20161214
"2896","Memo: Projected appropriate policy path","Median1","2019","Memo: Projected appropriate policy path",20161214
"2897","Memo: Projected appropriate policy path","Median1","Longer run","Memo: Projected appropriate policy path",20161214
"2898","Memo: Projected appropriate policy path","Central tendency2","2016","Memo: Projected appropriate policy path",20161214
"2899","Memo: Projected appropriate policy path","Central tendency2","2017","Memo: Projected appropriate policy path",20161214
"2900","Memo: Projected appropriate policy path","Central tendency2","2018","Memo: Projected appropriate policy path",20161214
"2901","Memo: Projected appropriate policy path","Central tendency2","2019","Memo: Projected appropriate policy path",20161214
"2902","Memo: Projected appropriate policy path","Central tendency2","Longer run","Memo: Projected appropriate policy path",20161214
"2903","Memo: Projected appropriate policy path","Range3","2016","Memo: Projected appropriate policy path",20161214
"2904","Memo: Projected appropriate policy path","Range3","2017","Memo: Projected appropriate policy path",20161214
"2905","Memo: Projected appropriate policy path","Range3","2018","Memo: Projected appropriate policy path",20161214
"2906","Memo: Projected appropriate policy path","Range3","2019","Memo: Projected appropriate policy path",20161214
"2907","Memo: Projected appropriate policy path","Range3","Longer run","Memo: Projected appropriate policy path",20161214
"2908","Federal funds rate","Median1","2016","0.6",20161214
"2909","Federal funds rate","Median1","2017","1.4",20161214
"2910","Federal funds rate","Median1","2018","2.1",20161214
"2911","Federal funds rate","Median1","2019","2.9",20161214
"2912","Federal funds rate","Median1","Longer run","3.0",20161214
"2913","Federal funds rate","Central tendency2","2016","0.6",20161214
"2914","Federal funds rate","Central tendency2","2017","1.1 - 1.6",20161214
"2915","Federal funds rate","Central tendency2","2018","1.9 - 2.6",20161214
"2916","Federal funds rate","Central tendency2","2019","2.4 - 3.3",20161214
"2917","Federal funds rate","Central tendency2","Longer run","2.8 - 3.0",20161214
"2918","Federal funds rate","Range3","2016","0.6",20161214
"2919","Federal funds rate","Range3","2017","0.9 - 2.1",20161214
"2920","Federal funds rate","Range3","2018","0.9 - 3.4",20161214
"2921","Federal funds rate","Range3","2019","0.9 - 3.9",20161214
"2922","Federal funds rate","Range3","Longer run","2.5 - 3.8",20161214
"2923","September projection","Median1","2016","0.6",20161214
"2924","September projection","Median1","2017","1.1",20161214
"2925","September projection","Median1","2018","1.9",20161214
"2926","September projection","Median1","2019","2.6",20161214
"2927","September projection","Median1","Longer run","2.9",20161214
"2928","September projection","Central tendency2","2016","0.6 - 0.9",20161214
"2929","September projection","Central tendency2","2017","1.1 - 1.8",20161214
"2930","September projection","Central tendency2","2018","1.9 - 2.8",20161214
"2931","September projection","Central tendency2","2019","2.4 - 3.0",20161214
"2932","September projection","Central tendency2","Longer run","2.8 - 3.0",20161214
"2933","September projection","Range3","2016","0.4 - 1.1",20161214
"2934","September projection","Range3","2017","0.6 - 2.1",20161214
"2935","September projection","Range3","2018","0.6 - 3.1",20161214
"2936","September projection","Range3","2019","0.6 - 3.8",20161214
"2937","September projection","Range3","Longer run","2.5 - 3.8",20161214
"2938","Change in real GDP","Median1","2015","2.1",20151216
"2939","Change in real GDP","Median1","2016","2.4",20151216
"2940","Change in real GDP","Median1","2017","2.2",20151216
"2941","Change in real GDP","Median1","2018","2.0",20151216
"2942","Change in real GDP","Median1","Longer run","2.0",20151216
"2943","Change in real GDP","Central tendency2","2015","2.1",20151216
"2944","Change in real GDP","Central tendency2","2016","2.3 - 2.5",20151216
"2945","Change in real GDP","Central tendency2","2017","2.0 - 2.3",20151216
"2946","Change in real GDP","Central tendency2","2018","1.8 - 2.2",20151216
"2947","Change in real GDP","Central tendency2","Longer run","1.8 - 2.2",20151216
"2948","Change in real GDP","Range3","2015","2.0 - 2.2",20151216
"2949","Change in real GDP","Range3","2016","2.0 - 2.7",20151216
"2950","Change in real GDP","Range3","2017","1.8 - 2.5",20151216
"2951","Change in real GDP","Range3","2018","1.7 - 2.4",20151216
"2952","Change in real GDP","Range3","Longer run","1.8 - 2.3",20151216
"2953","September projection","Median1","2015","2.1",20151216
"2954","September projection","Median1","2016","2.3",20151216
"2955","September projection","Median1","2017","2.2",20151216
"2956","September projection","Median1","2018","2.0",20151216
"2957","September projection","Median1","Longer run","2.0",20151216
"2958","September projection","Central tendency2","2015","2.0 - 2.3",20151216
"2959","September projection","Central tendency2","2016","2.2 - 2.6",20151216
"2960","September projection","Central tendency2","2017","2.0 - 2.4",20151216
"2961","September projection","Central tendency2","2018","1.8 - 2.2",20151216
"2962","September projection","Central tendency2","Longer run","1.8 - 2.2",20151216
"2963","September projection","Range3","2015","1.9 - 2.5",20151216
"2964","September projection","Range3","2016","2.1 - 2.8",20151216
"2965","September projection","Range3","2017","1.9 - 2.6",20151216
"2966","September projection","Range3","2018","1.6 - 2.4",20151216
"2967","September projection","Range3","Longer run","1.8 - 2.7",20151216
"2968","Unemployment rate","Median1","2015","5.0",20151216
"2969","Unemployment rate","Median1","2016","4.7",20151216
"2970","Unemployment rate","Median1","2017","4.7",20151216
"2971","Unemployment rate","Median1","2018","4.7",20151216
"2972","Unemployment rate","Median1","Longer run","4.9",20151216
"2973","Unemployment rate","Central tendency2","2015","5.0",20151216
"2974","Unemployment rate","Central tendency2","2016","4.6 - 4.8",20151216
"2975","Unemployment rate","Central tendency2","2017","4.6 - 4.8",20151216
"2976","Unemployment rate","Central tendency2","2018","4.6 - 5.0",20151216
"2977","Unemployment rate","Central tendency2","Longer run","4.8 - 5.0",20151216
"2978","Unemployment rate","Range3","2015","5.0",20151216
"2979","Unemployment rate","Range3","2016","4.3 - 4.9",20151216
"2980","Unemployment rate","Range3","2017","4.5 - 5.0",20151216
"2981","Unemployment rate","Range3","2018","4.5 - 5.3",20151216
"2982","Unemployment rate","Range3","Longer run","4.7 - 5.8",20151216
"2983","September projection","Median1","2015","5.0",20151216
"2984","September projection","Median1","2016","4.8",20151216
"2985","September projection","Median1","2017","4.8",20151216
"2986","September projection","Median1","2018","4.8",20151216
"2987","September projection","Median1","Longer run","4.9",20151216
"2988","September projection","Central tendency2","2015","5.0 - 5.1",20151216
"2989","September projection","Central tendency2","2016","4.7 - 4.9",20151216
"2990","September projection","Central tendency2","2017","4.7 - 4.9",20151216
"2991","September projection","Central tendency2","2018","4.7 - 5.0",20151216
"2992","September projection","Central tendency2","Longer run","4.9 - 5.2",20151216
"2993","September projection","Range3","2015","4.9 - 5.2",20151216
"2994","September projection","Range3","2016","4.5 - 5.0",20151216
"2995","September projection","Range3","2017","4.5 - 5.0",20151216
"2996","September projection","Range3","2018","4.6 - 5.3",20151216
"2997","September projection","Range3","Longer run","4.7 - 5.8",20151216
"2998","PCE inflation","Median1","2015","0.4",20151216
"2999","PCE inflation","Median1","2016","1.6",20151216
"3000","PCE inflation","Median1","2017","1.9",20151216
"3001","PCE inflation","Median1","2018","2.0",20151216
"3002","PCE inflation","Median1","Longer run","2.0",20151216
"3003","PCE inflation","Central tendency2","2015","0.4",20151216
"3004","PCE inflation","Central tendency2","2016","1.2 - 1.7",20151216
"3005","PCE inflation","Central tendency2","2017","1.8 - 2.0",20151216
"3006","PCE inflation","Central tendency2","2018","1.9 - 2.0",20151216
"3007","PCE inflation","Central tendency2","Longer run","2.0",20151216
"3008","PCE inflation","Range3","2015","0.3 - 0.5",20151216
"3009","PCE inflation","Range3","2016","1.2 - 2.1",20151216
"3010","PCE inflation","Range3","2017","1.7 - 2.0",20151216
"3011","PCE inflation","Range3","2018","1.7 - 2.1",20151216
"3012","PCE inflation","Range3","Longer run","2.0",20151216
"3013","September projection","Median1","2015","0.4",20151216
"3014","September projection","Median1","2016","1.7",20151216
"3015","September projection","Median1","2017","1.9",20151216
"3016","September projection","Median1","2018","2.0",20151216
"3017","September projection","Median1","Longer run","2.0",20151216
"3018","September projection","Central tendency2","2015","0.3 - 0.5",20151216
"3019","September projection","Central tendency2","2016","1.5 - 1.8",20151216
"3020","September projection","Central tendency2","2017","1.8 - 2.0",20151216
"3021","September projection","Central tendency2","2018","2.0",20151216
"3022","September projection","Central tendency2","Longer run","2.0",20151216
"3023","September projection","Range3","2015","0.3 - 1.0",20151216
"3024","September projection","Range3","2016","1.5 - 2.4",20151216
"3025","September projection","Range3","2017","1.7 - 2.2",20151216
"3026","September projection","Range3","2018","1.8 - 2.1",20151216
"3027","September projection","Range3","Longer run","2.0",20151216
"3028","Core PCE inflation4","Median1","2015","1.3",20151216
"3029","Core PCE inflation4","Median1","2016","1.6",20151216
"3030","Core PCE inflation4","Median1","2017","1.9",20151216
"3031","Core PCE inflation4","Median1","2018","2.0",20151216
"3032","Core PCE inflation4","Median1","Longer run","",20151216
"3033","Core PCE inflation4","Central tendency2","2015","1.3",20151216
"3034","Core PCE inflation4","Central tendency2","2016","1.5 - 1.7",20151216
"3035","Core PCE inflation4","Central tendency2","2017","1.7 - 2.0",20151216
"3036","Core PCE inflation4","Central tendency2","2018","1.9 - 2.0",20151216
"3037","Core PCE inflation4","Central tendency2","Longer run","",20151216
"3038","Core PCE inflation4","Range3","2015","1.2 - 1.4",20151216
"3039","Core PCE inflation4","Range3","2016","1.4 - 2.1",20151216
"3040","Core PCE inflation4","Range3","2017","1.6 - 2.0",20151216
"3041","Core PCE inflation4","Range3","2018","1.7 - 2.1",20151216
